,,,,,,,,,Standard,,,,,,,,Performance,
181,Augusto Fern·ndez,ar ARG,MF,Celta Vigo,29,1986,14.9,1,9,3,33.3,0.61,0.2,0.11,0.33,,0,0
182,Augusto Fern·ndez,ar ARG,MF,AtlÈtico Madrid,29,1986,9.5,0,4,1,25,0.42,0.11,0,0,,0,0
183,Borja Fern·ndez,es ESP,MF,Celta Vigo,19,1995,1.5,0,0,0,,0,0,,,,0,0
184,Carlos Fern·ndez,es ESP,FW,Sevilla,19,1996,0.3,0,0,0,,0,0,,,,0,0
185,Diogo Figueiras,pt POR,"MF,DF",Sevilla,24,1991,3.1,0,2,0,0,0.65,0,0,,,0,0
186,Egor Filipenko,by BLR,"DF,MF",M·laga,27,1988,6.2,0,8,0,0,1.28,0,0,,,0,0
187,Andreu Font‡s,es ESP,DF,Celta Vigo,25,1989,6,1,2,1,50,0.33,0.17,0.5,1,,0,0
188,Pablo Fornals,es ESP,MF,M·laga,19,1996,14.4,1,22,5,22.7,1.53,0.35,0.05,0.2,,0,0
189,Dimitri Foulquier,fr FRA,DF,Granada,22,1993,17,1,6,1,16.7,0.35,0.06,0.17,1,,0,0
190,Hugo Fraile,es ESP,MF,Sporting GijÛn,28,1987,0.9,0,0,0,,0,0,,,,0,0
191,Javi Fuego,es ESP,MF,Valencia,31,1984,22.7,0,5,1,20,0.22,0.04,0,0,,0,0
192,Gabi,es ESP,MF,AtlÈtico Madrid,32,1983,32,1,17,3,17.6,0.53,0.09,0.06,0.33,,0,0
193,KÈvin Gameiro,fr FRA,FW,Sevilla,28,1987,23.1,16,72,39,54.2,3.11,1.69,0.17,0.31,,4,5
194,Jes˙s G·mez,es ESP,DF,AtlÈtico Madrid,30,1985,8.1,0,2,0,0,0.25,0,0,,,0,0
195,Alberto GarcÌa,es ESP,GK,Sporting GijÛn,30,1985,6,0,0,0,,0,0,,,,0,0
196,Dani GarcÌa,es ESP,MF,Eibar,25,1990,33.9,0,21,5,23.8,0.62,0.15,0,0,,0,1
197,David GarcÌa,es ESP,DF,Las Palmas,33,1982,17.9,2,9,4,44.4,0.5,0.22,0.22,0.5,,0,0
198,Ra˙l GarcÌa,es ESP,MF,Athletic Club,29,1986,26.3,7,77,20,26,2.92,0.76,0.09,0.35,,0,0
199,Ra˙l GarcÌa,es ESP,"FW,MF",AtlÈtico Madrid,29,1986,0.1,0,1,0,0,9,0,0,,,0,0
200,RubÈn GarcÌa,es ESP,"FW,MF",Levante,22,1993,11.3,1,15,7,46.7,1.33,0.62,0.07,0.14,,0,0
201,Samu GarcÌa,es ESP,"MF,FW",Villarreal,25,1990,8.5,2,9,3,33.3,1.06,0.35,0.22,0.67,,0,0
202,Javier Garrido,es ESP,DF,Las Palmas,30,1985,17.5,0,2,1,50,0.11,0.06,0,0,,0,0
203,Mario Gaspar,es ESP,DF,Villarreal,24,1990,31.9,2,33,7,21.2,1.03,0.22,0.06,0.29,,0,0
204,Ander Gayoso,es ESP,DF,Eibar,22,1993,0.1,0,0,0,,0,0,,,,0,0
205,Nabil Ghilas,dz ALG,FW,Levante,25,1990,11.3,0,20,5,25,1.78,0.44,0,0,,0,0
206,Dani GimÈnez,es ESP,GK,Betis,32,1983,2.3,0,0,0,,0,0,,,,0,0
207,Diego GodÌn,uy URU,DF,AtlÈtico Madrid,29,1986,29.4,1,26,6,23.1,0.88,0.2,0.04,0.17,,0,0
208,Henok Goitom,er ERI,FW,Getafe,30,1984,1.4,0,4,0,0,2.88,0,0,,,0,0
209,David Goldar,es ESP,DF,Celta Vigo,20,1994,1,0,1,0,0,1,0,0,,,0,0
210,AndrÈ Gomes,pt POR,MF,Valencia,22,1993,26.4,2,42,15,35.7,1.59,0.57,0.05,0.13,,0,0
211,Ibai GÛmez,es ESP,MF,Athletic Club,25,1989,1.3,0,2,0,0,1.57,0,0,,,0,0
212,Moi GÛmez,es ESP,MF,Getafe,21,1994,10.2,2,15,9,60,1.47,0.88,0.13,0.22,,0,0
213,Sergi GÛmez,es ESP,DF,Celta Vigo,23,1992,29.1,0,2,0,0,0.07,0,0,,,0,0
214,Vicente GÛmez,es ESP,MF,Las Palmas,26,1988,16.3,1,7,3,42.9,0.43,0.18,0.14,0.33,,0,0
215,Abraham Gonz·lez,es ESP,MF,Espanyol,30,1985,12.2,1,15,7,46.7,1.23,0.57,0.07,0.14,,0,0
216,Adri·n Gonz·lez,es ESP,MF,Eibar,27,1988,24.7,4,45,20,44.4,1.82,0.81,0.09,0.2,,0,0
217,¡Ålvaro Gonz·lez,es ESP,DF,Espanyol,25,1990,35.8,0,16,6,37.5,0.45,0.17,0,0,,0,0
218,Bruno Gonz·lez,es ESP,DF,Betis,25,1990,31.1,0,17,4,23.5,0.55,0.13,0,0,,0,0
219,Diego Gonz·lez,es ESP,DF,Sevilla,20,1995,1.2,1,2,2,100,1.67,1.67,0.5,0.5,,0,0
220,Mikel Gonz·lez,es ESP,DF,Real Sociedad,29,1985,17.2,0,5,0,0,0.29,0,0,,,0,0
221,Ian Gonzalez Nieto,es ESP,FW,Getafe,22,1993,0.1,0,1,0,0,6.92,0,0,,,0,0
222,Esteban Granero,es ESP,MF,Real Sociedad,28,1987,9.3,0,6,3,50,0.65,0.32,0,0,,0,0
223,Antoine Griezmann,fr FRA,FW,AtlÈtico Madrid,24,1991,33.8,22,92,43,46.7,2.72,1.27,0.23,0.49,,1,2
224,Vicente Guaita,es ESP,GK,Getafe,28,1987,38,0,0,0,,0,0,,,,0,0
225,Javi Guerra,es ESP,FW,Rayo Vallecano,33,1982,23.2,12,72,30,41.7,3.1,1.29,0.17,0.4,,0,0
226,John Guidetti,se SWE,FW,Celta Vigo,23,1992,13.8,7,33,18,54.5,2.38,1.3,0.18,0.33,,1,1
227,Alberto Guiti·n,es ESP,DF,Sporting GijÛn,25,1990,1,0,0,0,,0,0,,,,0,0
228,Gerard Gumbau,es ESP,MF,Barcelona,20,1994,0.5,0,0,0,,0,0,,,,0,0
229,Carlos Gurpegui,es ESP,DF,Athletic Club,34,1980,12.7,0,5,0,0,0.39,0,0,,,0,0
230,Jon·s GutiÈrrez,ar ARG,MF,La CoruÒa,32,1983,4.4,0,3,0,0,0.68,0,0,,,0,0
231,Munir El Haddadi,ma MAR,"FW,MF",Barcelona,19,1995,9.2,3,17,6,35.3,1.85,0.65,0.18,0.5,,0,0
232,Izet Hajrovi?,ba BIH,MF,Eibar,23,1991,2,0,2,0,0,1.02,0,0,,,0,0
233,Alen Halilovi?,hr CRO,MF,Sporting GijÛn,19,1996,26.1,3,59,15,25.4,2.26,0.58,0.05,0.2,,0,0
234,Uche Henry Agbo,ng NGA,MF,Granada,19,1995,2.8,0,0,0,,0,0,,,,0,0
235,Hern·n,es ESP,"MF,DF",Las Palmas,24,1990,10.3,1,9,4,44.4,0.87,0.39,0.11,0.25,,0,0
236,HÈctor Hern·ndez,es ESP,"DF,FW",Real Sociedad,24,1991,4.5,0,4,0,0,0.9,0,0,,,0,0
237,Lucas Hern·ndez,fr FRA,DF,AtlÈtico Madrid,19,1996,9.3,0,0,0,,0,0,,,,0,0
238,Luis Hern·ndez,es ESP,DF,Sporting GijÛn,26,1989,35.8,0,9,3,33.3,0.25,0.08,0,0,,0,0
239,Pablo Hern·ndez,cl CHI,MF,Celta Vigo,28,1986,25.6,2,28,6,21.4,1.09,0.23,0.07,0.33,,0,0
240,Pablo Hern·ndez,es ESP,MF,Rayo Vallecano,30,1985,21.2,3,36,12,33.3,1.7,0.57,0.08,0.25,,0,0
241,Iago HerrerÌn,es ESP,GK,Athletic Club,27,1988,1.9,0,0,0,,0,0,,,,0,0
242,Ricardo Horta,pt POR,MF,M·laga,20,1994,8.6,0,18,2,11.1,2.08,0.23,0,0,,0,0
243,Robert Ib·Òez,es ESP,"MF,FW",Granada,22,1993,7.8,0,10,2,20,1.29,0.26,0,0,,0,0
244,Vicente Iborra,es ESP,MF,Sevilla,27,1988,19.3,7,31,12,38.7,1.61,0.62,0.23,0.58,,0,0
245,Asier Illarramendi,es ESP,MF,Real Sociedad,25,1990,31.6,1,22,7,31.8,0.7,0.22,0.05,0.14,,0,0
246,Ciro Immobile,it ITA,FW,Sevilla,25,1990,3.7,2,14,6,42.9,3.8,1.63,0.14,0.33,,0,0
247,AndrÈs Iniesta,es ESP,MF,Barcelona,31,1984,24.9,1,23,6,26.1,0.92,0.24,0.04,0.17,,0,0
248,Takashi Inui,jp JPN,MF,Eibar,27,1988,18,3,35,10,28.6,1.94,0.55,0.09,0.3,,0,0
249,Gorka Iraizoz,es ESP,GK,Athletic Club,34,1981,36,0,0,0,,0,0,,,,0,0
250,Xabi Irureta,es ESP,GK,Eibar,29,1986,5,0,0,0,,0,0,,,,0,0
251,Isco,es ESP,"MF,FW",Real Madrid,23,1992,20.3,3,40,12,30,1.97,0.59,0.08,0.25,,0,0
252,Manuel Iturra,cl CHI,MF,Rayo Vallecano,31,1984,4.3,0,0,0,,0,0,,,,0,0
253,Ander Iturraspe,es ESP,MF,Athletic Club,26,1989,7.8,0,4,1,25,0.51,0.13,0,0,,0,0
254,JesÈ,es ESP,FW,Real Madrid,22,1993,9.3,5,21,17,81,2.25,1.82,0.24,0.29,,0,0
255,Jes˙s,es ESP,GK,Granada,27,1988,1,0,0,0,,0,0,,,,0,0
256,JoaquÌn,es ESP,MF,Betis,34,1981,21.7,1,27,6,22.2,1.24,0.28,0.04,0.17,,0,0
257,Bojan Joki?,si SVN,DF,Villarreal,29,1986,1.4,0,0,0,,0,0,,,,0,0
258,Jonathas,br BRA,FW,Real Sociedad,26,1989,17.9,7,57,26,45.6,3.19,1.46,0.12,0.27,,0,0
259,Jony,es ESP,MF,Sporting GijÛn,24,1991,31.8,5,55,20,36.4,1.73,0.63,0.09,0.25,,0,1
260,Joan Jord·n,es ESP,MF,Espanyol,21,1994,7,1,9,4,44.4,1.29,0.58,0.11,0.25,,0,0
261,Jordi,es ESP,DF,Betis,28,1987,1.9,0,0,0,,0,0,,,,0,0
262,Willian JosÈ,br BRA,FW,Las Palmas,23,1991,19.3,9,54,23,42.6,2.8,1.19,0.17,0.39,,0,0
263,Jota,es ESP,MF,Eibar,24,1991,7.7,0,13,5,38.5,1.69,0.65,0,0,,0,0
264,Jozabed,es ESP,MF,Rayo Vallecano,24,1991,22.9,10,46,24,52.2,2.01,1.05,0.22,0.42,,0,0
265,Juanfran,es ESP,"DF,MF",La CoruÒa,26,1988,29.7,1,19,2,10.5,0.64,0.07,0.05,0.5,,0,0
266,Juanfran,es ESP,DF,Levante,39,1976,16.8,0,3,0,0,0.18,0,0,,,0,0
267,Juanfran,es ESP,DF,AtlÈtico Madrid,30,1985,33.7,1,7,3,42.9,0.21,0.09,0.14,0.33,,0,0
268,Juankar,es ESP,"MF,DF",M·laga,25,1990,13.9,1,15,5,33.3,1.08,0.36,0.07,0.2,,0,0
269,Juanpi,ve VEN,MF,M·laga,21,1994,18,4,32,11,34.4,1.78,0.61,0.13,0.36,,0,0
270,David Junc‡,es ESP,DF,Eibar,21,1993,26,0,9,1,11.1,0.35,0.04,0,0,,0,0
271,Foued Kadir,dz ALG,MF,Betis,31,1983,5.3,0,10,1,10,1.87,0.19,0,0,,0,0
272,GaÎl Kakuta,cd COD,MF,Sevilla,24,1991,0.5,0,0,0,,0,0,,,,0,0
273,Carlos Kameni,cm CMR,GK,M·laga,31,1984,27.4,0,0,0,,0,0,,,,0,0
274,Nikolaos Karabelas,gr GRE,DF,Levante,30,1984,1,0,0,0,,0,0,,,,0,0
275,Keko,es ESP,MF,Eibar,23,1991,25.6,3,35,13,37.1,1.37,0.51,0.09,0.23,,0,0
276,Koke,es ESP,MF,AtlÈtico Madrid,23,1992,33,5,42,12,28.6,1.27,0.36,0.12,0.42,,0,0
277,TimothÈe Kolodziejczak,fr FRA,DF,Sevilla,23,1991,26.5,0,8,2,25,0.3,0.08,0,0,,0,0
278,Yevhen Konoplyanka,ua UKR,MF,Sevilla,25,1989,18,4,51,20,39.2,2.83,1.11,0.06,0.15,,1,1
279,Mateo Kovacic,hr CRO,MF,Real Madrid,21,1994,11.5,0,10,3,30,0.87,0.26,0,0,,0,0
280,MatÌas Kranevitter,ar ARG,MF,AtlÈtico Madrid,22,1993,3.7,0,1,0,0,0.27,0,0,,,0,0
281,Rene Krhin,si SVN,MF,Granada,25,1990,15.9,0,8,1,12.5,0.5,0.06,0,0,,0,0
282,Michael Krohn-Dehli,dk DEN,MF,Sevilla,32,1983,18.5,1,25,3,12,1.35,0.16,0.04,0.33,,0,0
283,Toni Kroos,de GER,MF,Real Madrid,25,1990,30.4,1,20,4,20,0.66,0.13,0.05,0.25,,0,0
284,Grzegorz Krychowiak,pl POL,MF,Sevilla,25,1990,25.2,0,20,3,15,0.79,0.12,0,0,,0,0
285,Alberto de la Bella,es ESP,DF,Real Sociedad,29,1985,13.9,0,4,0,0,0.29,0,0,,,0,0
286,Mehdi Lacen,dz ALG,MF,Getafe,31,1984,29.6,0,14,0,0,0.47,0,0,,,0,0
287,¡Ångel Lafita,es ESP,MF,Getafe,30,1984,11.3,3,28,11,39.3,2.49,0.98,0.11,0.27,,0,0
288,Roberto Lago,es ESP,DF,Getafe,29,1985,15.2,0,4,0,0,0.26,0,0,,,0,0
289,Aymeric Laporte,es ESP,DF,Athletic Club,21,1994,24.6,3,19,6,31.6,0.77,0.24,0.16,0.5,,0,0
290,Laure,es ESP,DF,La CoruÒa,30,1985,17.2,0,1,0,0,0.06,0,0,,,0,0
291,IÒigo Lekue,es ESP,"DF,MF",Athletic Club,22,1993,12.9,1,11,4,36.4,0.85,0.31,0.09,0.25,,0,0
292,Mauricio Lemos,uy URU,DF,Las Palmas,19,1995,8.2,0,4,2,50,0.49,0.24,0,0,,0,0
293,Pedro LeÛn,es ESP,MF,Getafe,28,1986,20.5,2,47,11,23.4,2.29,0.54,0.04,0.18,,0,1
294,Jefferson Lerma,co COL,"MF,DF",Levante,20,1994,29.8,1,35,3,8.6,1.17,0.1,0.03,0.33,,0,0
295,Igor Lichnovsky,cl CHI,DF,Sporting GijÛn,21,1994,2,0,0,0,,0,0,,,,0,0
296,Lillo,es ESP,DF,Eibar,26,1989,6.1,0,4,0,0,0.65,0,0,,,0,0
297,Ra˙l Lizoain,es ESP,GK,Las Palmas,24,1991,7.9,0,0,0,,0,0,,,,0,0
298,Diego Llorente,es ESP,"DF,MF",Rayo Vallecano,21,1993,31.9,2,14,6,42.9,0.44,0.19,0.14,0.33,,0,0
299,Fernando Llorente,es ESP,FW,Sevilla,30,1985,12.9,4,29,12,41.4,2.25,0.93,0.14,0.33,,0,0
300,Marcos Llorente,es ESP,"DF,MF",Real Madrid,20,1995,0.3,0,0,0,,0,0,,,,0,0
301,David Lomb·n,es ESP,DF,Granada,28,1987,29.2,0,13,2,15.4,0.45,0.07,0,0,,0,0
302,Miguel Lopes,pt POR,DF,Granada,28,1986,21.9,0,11,4,36.4,0.5,0.18,0,0,,0,0
303,Adri·n LÛpez,es ESP,FW,Villarreal,27,1988,8.8,4,8,6,75,0.91,0.69,0.5,0.67,,0,0
304,¡Ångel LÛpez,es ESP,"DF,MF",Las Palmas,34,1981,0.4,0,0,0,,0,0,,,,0,0
305,Isma LÛpez,es ESP,DF,Sporting GijÛn,25,1990,27.8,2,17,5,29.4,0.61,0.18,0.12,0.4,,0,0
306,Iv·n LÛpez,es ESP,DF,Levante,21,1993,10.6,0,6,0,0,0.56,0,0,,,0,0
307,Javi LÛpez,es ESP,"DF,MF",Espanyol,29,1986,26.9,0,3,1,33.3,0.11,0.04,0,0,,0,0
308,Pedro LÛpez MuÒoz,es ESP,DF,Levante,31,1983,14.4,1,6,2,33.3,0.42,0.14,0.17,0.5,,0,0
309,Nicol·s LÛpez,uy URU,MF,Granada,21,1993,1.8,0,7,0,0,3.96,0,0,,,0,0
310,Pau LÛpez,es ESP,GK,Espanyol,20,1994,35.5,0,0,0,,0,0,,,,0,0
311,Alberto Lopo,es ESP,DF,La CoruÒa,35,1980,8.3,0,4,0,0,0.48,0,0,,,0,0
312,Alberto Lora,es ESP,DF,Sporting GijÛn,28,1987,26.8,0,7,0,0,0.26,0,0,,,0,0
313,Filipe LuÌs,br BRA,DF,AtlÈtico Madrid,29,1985,31.5,1,9,2,22.2,0.29,0.06,0.11,0.5,,0,0
314,JosÈ Luis Gay‡,es ESP,DF,Valencia,20,1995,16,0,2,1,50,0.12,0.06,0,0,,0,0
315,JosÈ Luis Morales,es ESP,"MF,FW",Levante,28,1987,29.6,7,71,24,33.8,2.4,0.81,0.1,0.29,,0,0
316,Luisinho,pt POR,"MF,DF",La CoruÒa,30,1985,12.2,0,8,1,12.5,0.66,0.08,0,0,,0,0
317,Antonio Luna,es ESP,DF,Eibar,24,1991,11.1,0,2,1,50,0.18,0.09,0,0,,0,0
318,Germ·n Lux,ar ARG,GK,La CoruÒa,33,1982,28.4,0,0,0,,0,0,,,,0,0
319,LÈvy Madinda,ga GAB,MF,Celta Vigo,23,1992,0,0,0,0,,0,0,,,,0,0
320,Diego Mainz,es ESP,DF,Granada,32,1982,4.5,0,1,1,100,0.22,0.22,0,0,,0,0
321,Hugo Mallo,es ESP,DF,Celta Vigo,24,1991,32.7,1,7,4,57.1,0.21,0.12,0.14,0.25,,0,0
322,Manu,es ESP,GK,La CoruÒa,29,1986,7.6,0,0,0,,0,0,,,,0,0
323,Manucho,ao ANG,FW,Rayo Vallecano,32,1983,10.5,4,25,11,44,2.37,1.04,0.16,0.36,,0,0
324,Juan Manuel Vargas,pe PER,DF,Betis,31,1983,19.1,2,17,4,23.5,0.89,0.21,0.12,0.5,,0,0
325,Marcelo,br BRA,DF,Real Madrid,27,1988,27.5,2,19,4,21.1,0.69,0.15,0.11,0.5,,0,0
326,”scar de Marcos,es ESP,"DF,MF",Athletic Club,26,1989,32,1,13,4,30.8,0.41,0.12,0.08,0.25,,0,0
327,JosÈ Mari,es ESP,MF,Levante,27,1987,8.9,0,12,4,33.3,1.36,0.45,0,0,,0,0
328,JosÈ MarÌa GimÈnez,uy URU,DF,AtlÈtico Madrid,20,1995,27,1,12,4,33.3,0.44,0.15,0.08,0.25,,0,0
329,Mariano,br BRA,DF,Sevilla,29,1986,18.8,0,10,1,10,0.53,0.05,0,0,,0,0
330,Adri·n MarÌn,es ESP,DF,Villarreal,18,1997,10.3,0,1,1,100,0.1,0.1,0,0,,0,0
331,Diego MariÒo,es ESP,GK,Levante,25,1990,23,0,0,0,,0,0,,,,0,0
332,Javi M·rquez,es ESP,MF,Granada,29,1986,14.6,0,21,5,23.8,1.44,0.34,0,0,,0,0
333,Roger MartÌ,es ESP,FW,Levante,24,1991,7.2,0,21,8,38.1,2.91,1.11,0,0,,0,0
334,Carlos MartÌnez,es ESP,DF,Real Sociedad,29,1986,6,0,3,0,0,0.5,0,0,,,0,0
335,IÒigo MartÌnez,es ESP,DF,Real Sociedad,24,1991,30,1,16,4,25,0.53,0.13,0.06,0.25,,0,0
336,Jackson MartÌnez,co COL,FW,AtlÈtico Madrid,28,1986,7.3,2,26,9,34.6,3.56,1.23,0.08,0.22,,0,0
337,Omar Mascarell,es ESP,MF,Sporting GijÛn,22,1993,19.7,0,11,1,9.1,0.56,0.05,0,0,,0,0
338,Javier Mascherano,ar ARG,DF,Barcelona,31,1984,29.9,0,3,1,33.3,0.1,0.03,0,0,,0,0
339,Hachim Mastour,ma MAR,FW,M·laga,17,1998,0.1,0,0,0,,0,0,,,,0,0
340,Sim„o Mate Junior,mz MOZ,"MF,DF",Levante,27,1988,24.2,1,10,4,40,0.41,0.17,0.1,0.25,,0,0
341,JÈrÈmy Mathieu,fr FRA,DF,Barcelona,31,1983,14,0,7,3,42.9,0.5,0.21,0,0,,0,0
342,Jose Matos,es ESP,MF,Sevilla,20,1995,1,0,0,0,,0,0,,,,0,0
343,Borja Mayoral,es ESP,FW,Real Madrid,18,1997,3.1,0,3,0,0,0.96,0,0,,,0,0
344,Carl Medjani,dz ALG,DF,Levante,30,1985,14,1,5,2,40,0.36,0.14,0.2,0.5,,0,0
345,¡Ålvaro Medr·n,es ESP,MF,Getafe,21,1994,16.5,2,31,13,41.9,1.88,0.79,0.06,0.15,,0,0
346,Tiago Mendes,pt POR,MF,AtlÈtico Madrid,34,1981,11.7,1,7,2,28.6,0.6,0.17,0.14,0.5,,0,0
347,…dgar MÈndez,es ESP,"MF,FW",Granada,25,1990,8.3,1,11,2,18.2,1.33,0.24,0.09,0.5,,0,0
348,Sergio Mendigutxia,es ESP,FW,Sporting GijÛn,22,1993,0.3,0,1,0,0,3,0,0,,,0,0
349,¡Ålex MenÈndez,es ESP,"MF,DF",Sporting GijÛn,24,1991,11.5,2,17,5,29.4,1.47,0.43,0.12,0.4,,0,0
350,Bernard Mensah,gh GHA,MF,Getafe,20,1994,0.7,0,2,0,0,3,0,0,,,0,0
351,Jorge MerÈ,es ESP,DF,Sporting GijÛn,18,1997,24.1,0,8,1,12.5,0.33,0.04,0,0,,0,0
352,Sabin Merino,es ESP,"MF,FW",Athletic Club,23,1992,12.6,5,26,15,57.7,2.07,1.19,0.19,0.33,,0,0
353,Roque Mesa,es ESP,MF,Las Palmas,26,1989,31.4,1,34,7,20.6,1.08,0.22,0.03,0.14,,0,0
354,Lionel Messi,ar ARG,FW,Barcelona,28,1987,30.3,26,158,75,47.5,5.21,2.47,0.15,0.31,,3,7
355,Miku,ve VEN,"FW,MF",Rayo Vallecano,29,1985,17.2,9,42,20,47.6,2.45,1.17,0.21,0.45,,0,0
356,Santi Mina,es ESP,"FW,MF",Valencia,19,1995,18.4,4,30,12,40,1.63,0.65,0.13,0.33,,0,0
357,Luka Modric,hr CRO,MF,Real Madrid,29,1985,29.1,2,35,10,28.6,1.2,0.34,0.06,0.2,,0,0
358,Jorge Molina,es ESP,FW,Betis,33,1982,10.2,1,14,6,42.9,1.37,0.59,0.07,0.17,,0,0
359,Francisco Molinero,es ESP,DF,Betis,30,1985,13.2,0,5,1,20,0.38,0.08,0,0,,0,0
360,Momo,es ESP,MF,Las Palmas,33,1982,15.4,0,15,5,33.3,0.98,0.33,0,0,,0,0
361,Nacho Monsalve,es ESP,DF,AtlÈtico Madrid,21,1994,1,0,0,0,,0,0,,,,0,0
362,Paco MontaÒÈs,es ESP,MF,Espanyol,28,1986,3.1,0,4,2,50,1.31,0.65,0,0,,0,0
363,Joni Montiel,es ESP,MF,Rayo Vallecano,16,1998,2.4,0,2,0,0,0.84,0,0,,,0,0
